BankID,Bank,Place
B04069,Summit Community Bancorp, United States
B04070,Summit Financial Group, United States
B04071,Sun Bancorp, United States
B04072,Suncorp Metway, Australia
B04073,Sunflower Financial, United States
B04074,Sunny Bank, Taiwan
B04075,SunTrust Banks, United States
B04076,Surgutneftegasbank, Russia
B04077,Surichange Bank, Suriname
B04078,Suruga Bank, Japan
B04079,Susquehanna Bancshares, United States
B04080,Svenska Handelsbanken, Sweden
B04081,Sviaz bank, Russia
B04082,Svyaznoy Bank, Russia
B04083,Swaziland Development & Savings Bank, Swaziland
B04084,Swedbank, Sweden
B04085,Swedbank AS, Latvia
B04086,Swedbank Estonia, Estonia
B04087,Swedbank Lithuania, Lithuania
B04088,Sydbank, Denmark
B04089,Syndicate Bank, India
B04090,Synovus Financial Corp, United States
B04091,Syria International Islamic Bank, Syria
B04092,T Bank, Greece
B04093,Ta Chong Bank, Taiwan
B04094,Tadamon Islamic Bank, Sudan
B04095,Tadhamon International Islamic Bank, Yemen
B04096,TAG Bank, Panama
B04097,Tai Fung Bank, Macao
B04098,Tai Sang Bank, Hong Kong
B04099,Tai Yau Bank, Hong Kong
B04100,TAIB Bank, Bahrain
B04101,TAIB Kazakh Bank, Kazakhstan
B04102,TAIB Yatirim Bank, Turkey
B04103,Taicang Rural Commercial Bank, China
B04104,Taichung Commercial Bank, Taiwan
B04105,Taiko Bank, Japan
B04106,Taipei Fubon Commercial Bank, Taiwan
B04107,Taishin International Bank, Taiwan
B04108,Taisho Bank, Japan
B04109,Taiwan Business Bank, Taiwan
B04110,Taiwan Cooperative Bank, Taiwan
B04111,Tajima Bank, Japan
B04112,Tajprombank, Tajikistan
B04113,Takarekbank, Hungary
B04114,Tallinn Business Bank, Estonia
B04115,Talmer Bancorp, United States
B04116,Tambovcreditprombank, Russia
B04117,Tamilnad Mercantile Bank, India
B04118,Tampa Banking Co, United States
B04119,Tangshan City Commercial Bank, China
B04120,Tanzania Investment Bank, Tanzania
B04121,Tatfondbank, Russia
B04122,Tatra banka, Slovakia
B04123,Taunus Corporation, United States
B04124,Taylor Capital Group, United States
B04125,TBC Bank, Georgia
B04126,TbilBusiness Bank, Georgia
B04127,TC Ziraat Bankasi, Turkey
B04128,TCF Financial Corp, United States
B04129,TD Bank US Holding Company, United States
B04130,Technobank, Belarus
B04131,Tekstil Bankasi, Turkey
B04132,Temirbank, Kazakhstan
B04133,Tesco Bank, United Kingdom
B04134,Texas Capital Bancshares, United States
B04135,Texas Independent Bancshares, United States
B04136,Texim Bank, Bulgaria
B04137,Thai Credit Retail Bank, Thailand
B04138,Thanachart Bank, Thailand
B04139,The Banc Corporation, United States
B04140,The Bancorp, United States
B04141,The Bank of East Asia, Hong Kong
B04142,The Bank of East Asia China, China
B04143,The Bank of Khyber, Pakistan
B04144,The City Bank, Bangladesh
B04145,The Community Financial Corporation, United States
B04146,The Cooperative Bank, United Kingdom
B04147,The Hongkong and Shanghai Banking Corporation, Hong Kong
B04148,The Housing Bank for Trade & Finance Algeria, Algeria
B04149,The Housing Bank for Trade and Finance, Jordan
B04150,The San In Godo Bank, Japan
B04151,The Shanghai Commercial & Savings Bank, Taiwan
B04152,The Ural Bank for Reconstruction and Development, Russia
B04153,Thurgauer Kantonalbank, Switzerland
B04154,Tianjin Binhai Rural Commercial Bank, China
B04155,Tianjin Rural Commercial Bank, China
B04156,TIB Financial Corp, United States
B04157,Tinkoff Credit Systems, Russia
B04158,Tirana Bank, Albania
B04159,Tiroler Sparkasse, Austria
B04160,TISCO Bank, Thailand
B04161,TMB Bank, Thailand
B04162,Tochigi Bank, Japan
B04163,Tochigi Shinkin Bank, Japan
B04164,Toho Bank, Japan
B04165,Tohoku Bank, Japan
B04166,Tojik Sodiot Bonk, Tajikistan
B04167,Tokuda Bank, Bulgaria
B04168,Tokushima Bank, Japan
B04169,Tokyo Star Bank, Japan
B04170,Tokyo Tomin Bank, Japan
B04171,Tomato Bank, Japan
B04172,Tomony Holdings, Japan
B04173,Tompkins Financial Corporation, United States
B04174,Toronto Dominion Bank, Canada
B04175,Tottori Bank, Japan
B04176,Towa Bank, Japan
B04177,Towerbank International, Panama
B04178,Town Financial Corporation, United States
B04179,Toyama Bank, Japan
B04180,Trade and Development Bank, Mongolia
B04181,Trade Bank of Iraq, Iraq
B04182,Traditional Bancorporation, United States
B04183,Trafina Privatbank, Switzerland
B04184,Trans National Bank, Kenya
B04185,Transbank, Ukraine
B04186,Transcapital Bank, Russia
B04187,TransCreditBank, Russia
B04188,Transport Development Bank, Mongolia
B04189,Tri City Bankshares Corporation, United States
B04190,Trico Bancshares, United States
B04191,Trinity Capital Corporation, United States
B04192,Triodos Bank, Netherlands
B04193,Tristate Capital Holdings, United States
B04194,Triumph Bancorp, United States
B04195,Tropical Bank, Uganda
B04196,Trust Bank, Gambia
B04197,Trust Bank Algeria, Algeria
B04198,Trust Bank Limited, Bangladesh
B04199,Trust Commercial Bank, Latvia
B04200,Trust Merchant Bank, DRC Congo
B04201,Trustbank, Belarus
B04202,Trustmark Corporation, United States
B04203,TSB Bank, New Zealand
B04204,Tsesnabank, Kazakhstan
B04205,Tsukuba Bank, Japan
B04206,TTK Bank, Macedonia
B04207,Tunis International Bank, Tunisia
B04208,Tunisian Qatari Bank, Tunisia
B04209,TuranBank, Azerbaijan
B04210,Turk Ekonomi Bankasi, Turkey
B04211,Turkish Bank Turkey, Turkey
B04212,Turkish Bank UK, United Kingdom
B04213,Turkish Ziraat Bank Bosnia, Bosnia-Herzegovina
B04214,Turkiye Finans Katilim Bankasi, Turkey
B04215,Turkiye Garanti Bankasi, Turkey
B04216,Turkiye Halk Bankasi, Turkey
B04217,Turkiye Is Bankasi, Turkey
B04218,Turkiye Sinai Kalkinma Bankasi, Turkey
B04219,Turkiye Vakiflar Bankasi, Turkey
B04220,Turkland Bank A.S., Turkey
B04221,Turkmen Turkish Bank, Turkmenistan
B04222,Turkmenbashi Bank, Turkmenistan
B04223,Tuzlanska Banka, Bosnia-Herzegovina
B04224,Tveruniversalbank, Russia
B04225,Twin Cities Financial Services, United States
B04226,UBAE Arab Italian Bank, Italy
B04227,Ubank, South Africa
B04228,UBS, Switzerland
B04229,UBS China, China
B04230,UBS Luxembourg, Luxembourg
B04231,UBS Mexico, Mexico
B04232,UCO Bank, India
B04233,UFS Bancorp, United States
B04234,Ukhtabank, Russia
B04235,Ukoopspilka Bank, Ukraine
B04236,Ukrainian Professional Bank, Ukraine
B04237,Ukranian Municipal Bank, Ukraine
B04238,UkrGasBank, Ukraine
B04239,Ukrgazprombank, Ukraine
B04240,UkrSibbank, Ukraine
B04241,Ukrsotsbank, Ukraine
B04242,Ulaanbaatar City Bank, Mongolia
B04243,Ulster Bank Ireland, Ireland
B04244,UMB Financial Corp, United States
B04245,Umpqua Holdings Corporation, United States
B04246,Unex Bank, Ukraine
B04247,Uni Bank & Trust, Panama
B04248,Uniao de Bancos Brasileiros, Brazil
B04249,Uniastrum Bank, Russia
B04250,Unibank, Moldova
B04251,Unibank, Armenia
B04252,Unibank, Azerbaijan
B04253,Unibank, Haiti
B04254,Unibank Ghana, Ghana
B04255,Unicaja Banco, Spain
B04256,UniCredit, Italy
B04257,UniCredit Bank Banja Luka, Bosnia-Herzegovina
B04258,UniCredit Bank Bosnia Herzegovina, Bosnia-Herzegovina
B04259,UniCredit Bank Czech Republic, Czech Republic
B04260,UniCredit Bank Hungary, Hungary
B04261,UniCredit Bank Ireland, Ireland
B04262,UniCredit Bank Latvia, Latvia
B04263,UniCredit Bank Luxembourg, Luxembourg
B04264,UniCredit Bank Russia, Russia
B04265,UniCredit Bank Srbija, Serbia
B04266,Unicredit Banka Slovenia, Slovenia
B04267,UniCredit Bulbank, Bulgaria
B04268,UniCredit Tiriac Bank, Romania
B04269,Union Bancaire pour le Commerce et l'Industrie, Tunisia
B04270,Union Bancaire Privée, Switzerland
B04271,Union Bank, Albania
B04272,Union Bank dd Sarajevo, Bosnia-Herzegovina
B04273,Union Bank of Colombo, Sri Lanka
B04274,Union Bank of India, India
B04275,Union Bank of Israel, Israel
B04276,Union Bank of Nigeria, Nigeria
B04277,Union Bank of Taiwan, Taiwan
B04278,Union Bank UK, United Kingdom
B04279,Union Bankshares, United States
B04280,Union Commercial Bank, Cambodia
B04281,Union de Banques Arabes et Francaises, France
B04282,Union First Market Bankshares Corporation, United States
B04283,Union Gabonaise de Banque, Gabon
B04284,Union internationale de banques, Tunisia
B04285,Union National Bank, United Arab Emirates
B04286,Union National Bank Egypt, Egypt
B04287,Union Togolaise de Banque, Togo
B04288,Union Trust Bank, Sierra Leone
B04289,UnionBanCal Corp, United States
B04290,UnionBank of Philippines, Philippines
B04291,Unione di Banche Italiane, Italy
B04292,Unipol Banca, Italy
B04293,United Arab Bank, United Arab Emirates
B04294,United Bancorp, United States
B04295,United Bancorporation, United States
B04296,United Bank, Pakistan
B04297,United Bank, Ethiopia
B04298,United Bank Corporation, United States
B04299,United Bank for Africa, Nigeria
B04300,United Bank for Africa Cameroon, Cameroon
B04301,United Bank for Africa Chad, Chad
B04302,United Bank for Africa Congo, Republic of Congo
B04303,United Bank for Africa Cote D'Ivoire, Côte d`Ivoire
B04304,United Bank for Africa DRC Congo, DRC Congo
B04305,United Bank for Africa Gabon, Gabon
B04306,United Bank for Africa Ghana, Ghana
B04307,United Bank for Africa Guinea, Guinea
B04308,United Bank for Africa Kenya, Kenya
B04309,United Bank for Africa Liberia, Liberia
B04310,United Bank for Africa Mozambique, Mozambique
B04311,United Bank for Africa Senegal, Senegal
B04312,United Bank for Africa Sierra Leone, Sierra Leone
B04313,United Bank for Africa Tanzania, Tanzania
B04314,United Bank for Africa Uganda, Uganda
B04315,United Bank for Africa Zambia, Zambia
B04316,United Bank of Albania, Albania
B04317,United Bank of India, India
B04318,United Bank Zurich, Switzerland
B04319,United Bankshares, United States
B04320,United Bulgarian Bank, Bulgaria
B04321,United Capital Bank, Sudan
B04322,United Coconut Planters Bank, Philippines
B04323,United Commercial Bank, Bangladesh
B04324,United Community Bancorp, United States
B04325,United Community Banks, United States
B04326,United Financial Capital Bank, Russia
B04327,United Georgian Bank Corporation, Georgia
B04328,United Gulf Bank, Bahrain
B04329,United Kredit Bank, Azerbaijan
B04330,United National Corporation, United States
B04331,United Overseas Bank, Singapore
B04332,United Overseas Bank China, China
B04333,United Overseas Bank Indonesia, Indonesia
B04334,United Overseas Bank Malaysia, Malaysia
B04335,United Overseas Bank Philippines, Philippines
B04336,United Overseas Bank Thailand, Thailand
B04337,United Security Bancshares, United States
B04338,United Trust Bank, United Kingdom
B04339,Unity Bank, Nigeria
B04340,Unity Trust Bank, United Kingdom
B04341,Universal Bank, Ukraine
B04342,Universal Investment Bank, Macedonia
B04343,Universal Saving Bank, Cyprus
B04344,Universalbank, Moldova
B04345,Univerzal Banka, Serbia
B04346,Univest Corp of Pennsylvania, United States
B04347,UralTransbank, Russia
B04348,Urner Kantonalbank, Switzerland
B04349,Urumqi City Commercial Bank, China
B04350,US Bancorp, United States
B04351,UT Bank, Ghana
B04352,Utrecht America Holdings, United States
B04353,Uttara Bank, Bangladesh
B04354,Uzbekistan-Turkish Bank, Uzbekistan
B04355,Uzpromstroybank, Uzbekistan
B04356,Vaba Bank Varazdin, Croatia
B04357,VakifBank International, Austria
B04358,Vakufska Banka, Bosnia-Herzegovina
B04359,Valartis Group, Switzerland
B04360,Valiant Holding AG, Switzerland
B04361,Valley National Bancorp, United States
B04362,Valley View Bancshares, United States
B04363,Van Diest Investment Co, United States
B04364,Vancouver City Savings Credit Union, Canada
B04365,Vattanac Bank, Cambodia
B04366,VBS Mutual Bank, South Africa
B04367,Veneto Banca, Italy
B04368,Veneto Banka d.d., Croatia
B04369,Venezolano de Credito Banco Universal, Venezuela
B04370,Venture Financial Group, United States
B04371,Versobank, Estonia
B04372,Versus Bank, Côte d`Ivoire
B04373,Verwaltungs und Privat Bank, Liechtenstein
B04374,Vestjysk Bank, Denmark
B04375,VIB Corp, United States
B04376,Victoria Commercial Bank, Kenya
B04377,Victoriabank, Moldova
B04378,Viet Capital Bank, Vietnam
B04379,VietinBank, Vietnam
B04380,Vietnam Asia Commercial Bank, Vietnam
B04381,Vietnam Bank for Agriculture and Rural Development, Vietnam
B04382,Vietnam Export Import Bank, Vietnam
B04383,Vietnam International Bank, Vietnam
B04384,Vietnam Prosperity Bank, Vietnam
B04385,Vietnam Technological and Commercial Joint Stock Bank, Vietnam
B04386,Viewpoint Financial Group, United States
B04387,Vijaya Bank, India
B04388,VinaSiam Bank, Vietnam
B04389,Virgin Money Group, United Kingdom
B04390,Virginia Commerce Bancorp, United States
B04391,Vision Banco, Paraguay
B04392,Vist Financial Corp, United States
B04393,Vneshprombank, Russia
B04394,Vojvodjanska Banka, Serbia
B04395,Volksbank Banja Luka, Bosnia-Herzegovina
B04396,Volksbank Romania, Romania
B04397,Volkskreditbank AG, Austria
B04398,Volkswagen Bank, Germany
B04399,Volkswagen Bank Poland, Poland
B04400,Vontobel Holding, Switzerland
B04401,Vseobecna Uverova Banka, Slovakia
B04402,Vseukrainskyi Aksionernyi Bank, Ukraine
B04403,VTB 24 Bank, Russia
B04404,VTB Bank, Russia
B04405,VTB Bank Armenia, Armenia
B04406,VTB Bank Austria, Austria
B04407,VTB Bank Belarus, Belarus
B04408,VTB Bank Deutschland, Germany
B04409,VTB Bank France, France
B04410,VTB Bank Georgia, Georgia
B04411,VTB Bank North-West, Russia
B04412,VTB Bank Ukraine, Ukraine
B04413,Vuz Bank, Russia
B04414,Vyborg Bank, Russia
B04415,Waggoner National Bancshares, United States
B04416,Wahda Bank, Libya
B04417,Washington Banking Company, United States
B04418,Washington Federal, United States
B04419,Washington Trust Bancorp, United States
B04420,Washington Wilkes Holding, United States
B04421,Waterstone Financial, United States
B04422,Watford City Bancshares, United States
B04423,Weberbank Privatbankiers, Germany
B04424,Webster Financial Corp, United States
B04425,Wegagen Bank, Ethiopia
B04426,Weihai City Commercial Bank, China
B04427,Wells Fargo & Co, United States
B04428,Wells Fargo Bank International, Ireland
B04429,Wesbanco, United States
B04430,West Bancorporation, United States
B04431,West Bromwich Building Society, United Kingdom
B04432,West Suburban Bancorp, United States
B04433,Westamerica Bancorp, United States
B04434,Westbrand, United States
B04435,Westdeutsche Genossenschafts-Zentralbank, Germany
B04436,Western Alliance Bancorporation, United States
B04437,Western Commerce Bancshares of Carlsbad, United States
B04438,Westland Utrecht Hypo, Netherlands
B04439,WestLB Belgium, Belgium
B04440,Westpac Banking Corporation, Australia
B04441,Westpac Fiji, Fiji
B04442,Westpac New Zealand, New Zealand
B04443,WGZ BANK Ireland, Ireland
B04444,Whitaker Bank Corporation of Kentucky, United States
B04445,Whitcorp Financial Company, United States
B04446,Wilmington Trust Corp, United States
B04447,Wilshire Bancorp, United States
B04448,Wilson & Muir Bancorp, United States
B04449,Wilson Bank Holding Company, United States
B04450,Windward Islands Bank, Netherlands Antilles
B04451,Wing Hang Bank, Hong Kong
B04452,Wing Hang Bank China, China
B04453,Wing Lung Bank, Hong Kong
B04454,Wintrust Financial Corp, United States
B04455,WJ Young & Co, United States
B04456,WNB Bancshares, United States
B04457,Woodforest Financial Group, United States
B04458,Woodtrust Financial Corp, United States
B04459,Woori Bank China, China
B04460,Woori Financial Group, South Korea
B04461,Workers United, United States
B04462,Wschodni Bank Cukrownictwa, Poland
B04463,WTB Financial Corp, United States
B04464,Wuhan Rural Commercial Bank, China
B04465,Wuhu Yangzi Rural Commercial Bank, China
B04466,Wujiang Rural Commercial Bank, China
B04467,Wustenrot & Wurttemburgische, Germany
B04468,Wustenrot Stavebna Sporitelna, Slovakia
B04469,Wuxi Rural Commercial Bank, China
B04470,WVS Financial Corp, United States
B04471,XacBank, Mongolia
B04472,Xiamen Bank, China
B04473,Xiamen City Commercial Bank, China
B04474,Xiamen International Bank, China
B04475,Xiamen Rural Commercial Bank, China
B04476,Yachiyo Bank, Japan
B04477,Yadanabon Bank, Myanmar
B04478,Yadkin Valley Financial Corporation, United States
B04479,Yamagata Bank, Japan
B04480,Yamaguchi Bank, Japan
B04481,Yamaguchi Financial Group, Japan
B04482,Yamanashi Chuo Bank, Japan
B04483,Yangon City Bank, Myanmar
B04484,Yantai Bank, China
B04485,Yaodu Rural Commercial Bank, China
B04486,Yapi Kredi Bank Azerbajian, Azerbaijan
B04487,Yapi ve Kredi Bankasi, Turkey
B04488,Yellow River Rural Commercial Bank, China
B04489,Yellowstone Holding Co, United States
B04490,Yemen Bank for Reconstruction & Development, Yemen
B04491,Yemen Commercial Bank, Yemen
B04492,Yemen Kuwait Bank for Trade and Investment, Yemen
B04493,Yes Bank, India
B04494,Yinzhou Bank, China
B04495,Yoma Bank, Myanmar
B04496,Yorkshire Building Society, United Kingdom
B04497,Yuanta Commercial Bank, Taiwan
B04498,Zagrebacka Banka, Croatia
B04499,Zakhidbudgazbank, Ukraine
B04500,Zakhidinkombank, Ukraine
B04501,Zaman Bank, Kazakhstan
B04502,Zambia National Commercial Bank, Zambia
B04503,Zaminbank Commercial Bank, Azerbaijan
B04504,ZAO Citibank, Russia
B04505,ZAO Raiffeisenbank, Russia
B04506,Zapsibcombank, Russia
B04507,ZB Financial Holdings, Zimbabwe
B04508,Zemelny Kapital, Ukraine
B04509,Zemen Bank, Ethiopia
B04510,Zenit Banking Group, Russia
B04511,Zenith Bank, Nigeria
B04512,Zenith Bank Gambia, Gambia
B04513,Zenith Bank Ghana, Ghana
B04514,Zenith Bank Sierra Leone, Sierra Leone
B04515,Zenith Bank UK, United Kingdom
B04516,Zhangjiakou City Bank, China
B04517,Zhejiang Chouzhou Commercial Bank, China
B04518,Zhejiang Mintai Commercial Bank, China
B04519,Zhejiang Tailong Commercial Bank, China
B04520,Zhengde City Commercial Bank, China
B04521,Zhuhai Rural Commercial Bank, China
B04522,Zhunyi City Commercial Bank, China
B04523,Zibo City Commercial Bank, China
B04524,Zigong City Commercial Bank, China
B04525,Zions Bancorporation, United States
B04526,Zions Bank, United States
